id,a1_gender,a2_age,a3_number_of_children,a4_children_under_18_years,a5_age_youngest_children,a6_education_level,B2_Public_service_status_ger,B1_commute_distance_in_km,B3_early_retirement_rate,B4_sickness_days,B5_Degree_of_employment,B6_gross_working_days,B7_Vacation_days,B8_net_working_days,B9_salary_increase_last_year,B10_Tenure_in_month,B11_salary_today_brl,B12_salary_increase_last_5_years,B13_Parental_leave,D1_monthly_unemployment_rate_brazil,D2_monthly_number_of_vacancies,D3_monthly_short_time_workers,B14_Cargo,B15_Sector,B16_Headquarters,b1_PDI_rate,c1_overall_employee_satisfaction,c2_employee_satisfaction_moving_average,M_Onb_3d_Integration,M_eNPS,M_Onb_15d_Credibility,M_Onb_15d_Respect,M_Onb_15d_Impartiality,M_Onb_15d_Pride,M_Onb_15d_Camaraderie,M_Onb_30d_Credibility,M_Onb_30d_Respect,M_Onb_30d_Impartiality,M_Onb_30d_Pride,M_Onb_30d_Camaraderie,Climate_Cred_Informative_Comm,Climate_Cred_Accessible_Comm,Climate_Cred_Coordination,Climate_Cred_Supervision,Climate_Cred_Clear_Vision,Climate_Cred_Reliability,Climate_Resp_Prof_Appreciation,Climate_Resp_Indiv_Effort,Climate_Resp_Collaboration,Climate_Resp_Work_Env,Climate_Resp_Personal_Life,Climate_Imp_Payment,Climate_Imp_Belonging,Climate_Imp_Impartiality_Recog,Climate_Imp_Treatment,Climate_Imp_Resources,Climate_Pride_Work,Climate_Pride_Team,Climate_Pride_Company,Climate_Cam_Closeness,Climate_Cam_Relaxation,Climate_Cam_Welcoming,Climate_Cam_Community,E_Exit_Reason,E_Exit_Satisfaction,Turnover
EMP-417,Male,32,0,0,,Bachelor,0,9.0,0.0,7,1.0,250,30,213,154.69,81,4740.0,1696.83,0,11.57,481,-33,Analyst,Sales,Rio de Janeiro,0.82,5,5.6,3,6,5,5,3,5,4,4,2,5,5,4,5,4,4,5,5,4,5,5,4,4,5,4,5,4,5,5,5,5,5,4,4,5,4,Retirement,3.0,1
EMP-418,Female,31,1,1,9.0,High School,1,4.7,0.0,5,1.0,250,30,215,287.38,102,4350.0,907.09,0,8.17,483,-51,Analyst,Finance,Sao Paulo,0.97,5,5.07,5,5,3,5,5,3,4,4,4,5,4,5,5,5,5,5,5,4,5,5,4,4,4,5,5,5,5,4,5,4,5,4,5,3,4,Retirement,3.0,1
EMP-419,Male,51,5,1,7.0,High School,0,15.1,0.0,8,1.0,250,30,212,189.15,94,4390.0,1687.44,0,9.65,364,-16,Analyst,Legal,Sao Paulo,0.81,9,8.93,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-420,Male,35,1,1,1.0,Bachelor,0,14.0,0.0,1,0.75,187,22,164,122.66,50,3112.5,122.66,0,10.76,602,148,Specialist,Operations,Curitiba,0.93,7,7.19,5,10,5,4,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,None,,0
EMP-421,Female,20,0,0,,High School,0,7.0,0.0,2,0.5,125,15,108,0.0,9,1190.0,0.0,0,11.45,424,-39,Assistant,Finance,Remote,0.93,5,5.88,5,2,5,5,5,5,4,4,3,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,5,5,5,5,5,5,4,5,4,5,Dissatisfaction,4.0,1
EMP-422,Male,24,0,0,,High School,0,2.0,0.0,5,0.75,187,22,160,333.29,15,1905.0,333.29,0,12.72,468,50,Assistant,Finance,Rio de Janeiro,0.83,9,9.15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-423,Female,37,3,3,2.0,Bachelor,0,5.5,0.0,4,1.0,250,30,216,347.82,40,3970.0,347.82,0,12.03,583,59,Assistant,Operations,Sao Paulo,0.52,7,7.13,5,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-424,Male,35,2,2,6.0,Bachelor,0,11.9,0.0,6,0.75,187,22,159,110.22,90,3712.5,2183.59,0,9.66,577,-7,Analyst,Operations,Rio de Janeiro,0.49,5,5.2,4,7,4,3,4,5,4,3,5,5,5,4,5,5,5,5,3,5,4,3,2,5,5,4,3,5,4,5,4,4,5,5,5,5,5,None,,0
EMP-425,Female,35,2,0,1.0,Master,0,2.9,0.0,4,1.0,250,30,216,422.71,17,4190.0,422.71,0,10.79,368,63,Analyst,Legal,Sao Paulo,0.82,6,6.93,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,None,,0
EMP-426,Female,46,1,1,23.0,Bachelor,0,5.1,0.0,7,1.0,250,30,213,170.41,14,3540.0,170.41,0,12.31,417,-31,Assistant,Marketing,Sao Paulo,0.7,6,6.6,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-427,Female,23,0,0,,Master,0,18.8,0.0,6,1.0,250,30,214,149.61,60,4930.0,149.61,0,9.83,345,8,Intern,Finance,Rio de Janeiro,0.41,7,7.36,5,8,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,None,,0
EMP-428,Female,34,0,0,,Bachelor,0,4.1,0.0,3,1.0,250,30,217,642.66,134,5820.0,1208.36,0,10.72,616,141,Specialist,HR,Rio de Janeiro,0.79,6,6.62,5,9,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,5,5,5,4,5,5,4,5,4,5,5,5,5,4,5,5,5,5,Better Offer,5.0,1
EMP-429,Female,41,0,0,,Bachelor,1,18.7,0.0,6,1.0,250,30,214,512.53,44,4090.0,512.53,0,9.07,485,-88,Intern,Marketing,Belo Horizonte,0.58,4,4.79,5,7,5,5,4,5,5,5,5,4,4,5,4,4,4,5,5,5,4,5,4,5,5,3,5,5,4,5,5,4,5,4,5,4,5,Better Offer,4.0,1
EMP-430,Male,65,1,0,42.0,Master,0,7.0,0.6091015113583551,9,1.0,250,30,211,1365.79,96,6070.0,1435.21,0,12.59,552,11,Manager,HR,Remote,0.72,6,6.5,4,4,5,5,4,5,5,5,5,5,5,5,5,3,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,Better Offer,5.0,1
EMP-431,Male,28,5,4,1.0,Master,0,2.6,0.0,4,0.5,125,15,106,234.43,15,2040.0,234.43,0,11.39,377,64,Specialist,HR,Rio de Janeiro,0.9,7,7.01,5,5,5,3,5,5,5,5,5,5,4,5,3,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-432,Female,32,3,3,10.0,High School,0,4.4,0.0,4,1.0,250,30,216,335.63,168,5680.0,2610.17,0,12.38,400,0,Analyst,Legal,Rio de Janeiro,0.89,5,5.63,4,2,5,5,5,4,4,5,5,5,2,4,4,5,5,4,5,5,4,4,4,4,4,5,4,4,4,5,4,4,3,4,3,5,4,Dissatisfaction,5.0,1
EMP-433,Male,29,0,0,,High School,1,17.1,0.0,6,1.0,250,30,214,0.0,4,2370.0,0.0,0,7.72,500,-1,Intern,Marketing,Sao Paulo,0.84,9,8.91,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-434,Female,43,1,1,17.0,Bachelor,0,6.4,0.0,7,1.0,250,30,213,182.88,15,3530.0,182.88,0,10.53,521,11,Assistant,Operations,Sao Paulo,0.92,9,9.51,5,9,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-435,Male,23,0,0,,High School,0,2.8,0.0,5,1.0,250,30,215,303.42,60,3430.0,303.42,0,11.48,497,-46,Director,Legal,Sao Paulo,0.8,6,7.11,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,Better Offer,5.0,1
EMP-436,Male,38,0,0,,Bachelor,1,12.0,0.0,0,1.0,250,30,220,653.83,49,4160.0,653.83,0,8.98,329,24,Analyst,HR,Sao Paulo,0.89,4,4.37,4,3,5,3,4,5,5,4,3,5,5,5,5,3,4,4,3,4,5,4,5,3,3,5,4,2,4,3,4,3,5,4,3,4,5,Better Offer,4.0,1
EMP-437,Male,42,2,2,17.0,Bachelor,0,8.6,0.0,6,1.0,250,30,214,255.39,147,6160.0,2489.79,0,11.78,451,62,Assistant,Marketing,Sao Paulo,0.85,3,3.78,4,2,2,2,4,3,5,5,3,4,5,3,5,3,4,3,3,4,3,4,5,3,4,3,3,2,5,4,3,4,4,5,3,4,5,Better Offer,1.0,1
EMP-438,Female,52,1,0,13.0,Master,0,10.5,0.0,12,1.0,250,30,208,913.68,240,8820.0,3696.14,0,11.51,514,69,Manager,HR,Curitiba,0.9,5,5.7,5,5,5,4,5,5,5,3,5,5,3,5,5,5,4,5,5,5,5,5,5,4,4,4,5,5,4,5,5,5,5,4,5,4,5,None,,0
EMP-439,Female,40,0,0,,High School,0,14.0,0.0,6,1.0,250,30,214,624.44,84,4080.0,1858.42,0,13.13,433,-20,Specialist,Legal,Remote,0.63,7,7.68,3,7,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-440,Male,42,0,0,,High School,0,2.6,0.0,3,1.0,250,30,217,0.0,8,2580.0,0.0,0,9.11,320,22,Intern,Finance,Sao Paulo,0.52,6,6.77,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-441,Male,48,2,1,30.0,Bachelor,0,2.8,0.0,2,1.0,250,30,218,255.17,38,4040.0,255.17,0,9.29,415,62,Manager,Finance,Sao Paulo,0.5,6,6.43,4,6,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,5,Dissatisfaction,5.0,1
EMP-442,Female,37,4,1,8.0,Bachelor,0,11.7,0.0,2,1.0,250,30,218,292.23,91,4990.0,1878.79,0,8.58,332,-34,Manager,Legal,Belo Horizonte,0.63,6,7.11,5,5,5,5,5,5,5,4,5,5,4,5,5,5,3,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-443,Male,40,1,0,10.0,Master,0,1.6,0.0,3,1.0,250,30,217,280.83,93,5760.0,1291.73,0,9.96,538,44,Assistant,Finance,Sao Paulo,0.62,7,7.2,5,7,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Retirement,4.0,1
EMP-444,Female,55,2,0,21.0,Bachelor,0,1.6,0.0,7,1.0,250,30,213,650.6,47,4290.0,650.6,0,9.45,393,82,Manager,Sales,Rio de Janeiro,0.89,7,7.72,5,9,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-445,Female,20,0,0,,Bachelor,0,8.6,0.0,8,1.0,250,30,212,530.66,24,3480.0,530.66,0,11.61,502,64,Specialist,IT,Belo Horizonte,0.75,5,5.17,5,8,3,5,4,4,5,4,3,4,5,5,4,4,5,5,5,4,4,5,5,4,4,5,5,5,5,5,4,3,5,5,5,4,4,Better Offer,3.0,1
EMP-446,Male,35,0,0,,Bachelor,0,17.1,0.0,1,1.0,250,30,219,141.82,143,6010.0,1327.78,0,8.42,575,-21,Specialist,Operations,Sao Paulo,0.73,7,7.09,5,6,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,None,,0
EMP-447,Female,23,0,0,,Bachelor,0,6.8,0.0,4,1.0,250,30,216,711.02,60,4230.0,711.02,0,9.86,280,31,Specialist,Finance,Sao Paulo,0.89,7,7.18,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,None,,0
EMP-448,Female,51,1,0,0.0,Master,0,9.3,0.0,10,0.5,125,15,100,0.0,2,2025.0,0.0,0,8.72,412,-3,Assistant,Finance,Belo Horizonte,0.87,7,7.36,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,None,,0
EMP-449,Male,32,1,0,8.0,Master,0,18.4,0.0,7,1.0,250,30,213,371.7,14,4100.0,371.7,0,9.31,515,-20,Specialist,IT,Sao Paulo,0.8,9,8.75,5,9,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-450,Female,50,0,0,,Master,0,7.3,0.0,9,0.5,125,15,101,126.15,36,2360.0,126.15,0,12.12,670,58,Director,Finance,Remote,0.72,7,7.38,5,7,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,Better Offer,5.0,1
EMP-451,Female,34,2,0,8.0,Bachelor,0,5.9,0.0,4,1.0,250,30,216,444.6,108,5300.0,2072.84,0,10.71,692,-34,Assistant,Marketing,Rio de Janeiro,0.91,7,6.98,5,8,4,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-452,Female,18,0,0,,Bachelor,0,17.5,0.0,4,1.0,250,30,216,0.0,0,2980.0,0.0,0,8.94,592,-2,Analyst,HR,Sao Paulo,0.8,7,7.38,5,4,5,5,5,5,4,5,5,5,5,4,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-453,Female,34,1,0,11.0,High School,0,4.8,0.0,6,1.0,250,30,214,0.0,9,2520.0,0.0,0,11.87,523,29,Assistant,Marketing,Sao Paulo,0.62,7,7.35,5,4,4,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-454,Male,30,2,2,5.0,Bachelor,0,11.3,0.0,5,1.0,250,30,215,326.22,144,5980.0,2748.3,0,7.45,370,-43,Assistant,Operations,Remote,0.77,6,6.48,4,6,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,Stress,5.0,1
EMP-455,Female,20,0,0,,High School,0,5.8,0.0,9,0.75,187,22,156,0.0,2,1680.0,0.0,0,10.9,618,26,Intern,HR,Rio de Janeiro,0.75,4,4.84,5,4,5,5,5,5,5,4,5,4,4,4,5,3,5,4,4,5,4,3,4,3,5,3,5,4,4,3,5,4,3,4,4,4,4,Personal,3.0,1
EMP-456,Female,29,0,0,,Bachelor,0,9.1,0.0,4,1.0,250,30,216,745.16,82,4730.0,1841.06,0,8.47,526,33,Manager,Operations,Remote,0.76,4,4.22,3,6,4,5,3,4,4,5,4,4,5,3,4,3,5,4,4,5,5,2,5,5,5,4,4,4,4,5,3,5,4,5,5,4,4,Dissatisfaction,2.0,1
EMP-457,Male,40,3,3,11.0,Bachelor,0,5.8,0.0,4,1.0,250,30,216,413.88,34,3880.0,413.88,0,10.44,332,-21,Specialist,Finance,Remote,0.74,8,8.25,5,9,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-458,Female,50,1,0,28.0,High School,0,4.4,0.0,4,1.0,250,30,216,182.43,24,2980.0,182.43,0,8.97,668,91,Specialist,Sales,Rio de Janeiro,0.67,7,7.61,5,6,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-459,Male,32,1,1,0.0,No Degree,0,9.5,0.0,6,1.0,250,30,214,0.0,7,2460.0,0.0,1,8.22,642,13,Specialist,Sales,Sao Paulo,0.79,5,6.25,4,6,5,4,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,4,5,5,5,5,Better Offer,5.0,1
EMP-460,Male,49,3,2,29.0,Bachelor,0,2.8,0.0,6,1.0,250,30,214,204.86,18,3650.0,204.86,0,7.41,602,54,Specialist,HR,Rio de Janeiro,0.49,7,7.42,5,6,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,Retirement,5.0,1
EMP-461,Male,42,2,2,17.0,Master,0,2.1,0.0,3,1.0,250,30,217,965.81,17,4260.0,965.81,0,13.33,497,93,Director,HR,Sao Paulo,0.57,6,6.26,5,5,5,4,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Retirement,5.0,1
EMP-462,Male,18,0,0,,High School,0,10.4,0.0,7,1.0,250,30,213,0.0,0,2180.0,0.0,0,7.19,427,93,Manager,Marketing,Belo Horizonte,0.75,6,6.59,5,5,5,4,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,4,5,5,5,4,5,4,5,5,Better Offer,5.0,1
EMP-463,Male,31,2,2,12.0,High School,0,2.6,0.0,12,1.0,250,30,208,348.39,82,3950.0,1064.38,0,13.82,475,-10,Assistant,Operations,Sao Paulo,0.52,6,6.55,5,8,5,5,5,3,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-464,Male,47,3,0,11.0,High School,0,8.1,0.0,6,0.5,125,15,104,0.0,4,1275.0,0.0,0,11.15,557,-91,Specialist,HR,Curitiba,0.91,7,7.5,5,7,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-465,Male,37,1,0,0.0,Bachelor,0,33.8,0.0,6,0.5,125,15,104,0.0,0,1585.0,0.0,0,9.08,620,-6,Analyst,Sales,Sao Paulo,0.9,8,8.37,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-466,Female,40,0,0,,High School,0,4.0,0.0,1,1.0,250,30,219,0.0,7,2540.0,0.0,0,8.68,490,11,Specialist,Legal,Curitiba,0.72,5,5.68,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,5,4,5,5,4,5,5,4,5,3,5,5,5,5,5,Better Offer,5.0,1
EMP-467,Female,37,0,0,,High School,0,17.9,0.0,2,0.75,187,22,163,0.0,5,1852.5,0.0,0,9.58,385,87,Specialist,Finance,Sao Paulo,0.74,6,6.77,5,6,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,Better Offer,5.0,1
EMP-468,Male,50,1,0,20.0,High School,0,7.3,0.0,2,1.0,250,30,218,141.58,101,4520.0,2192.79,0,12.92,536,-52,Specialist,Finance,Rio de Janeiro,0.57,8,8.57,5,8,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-469,Female,43,2,0,23.0,High School,0,29.3,0.0,6,1.0,250,30,214,194.71,30,3030.0,194.71,0,8.09,461,41,Manager,IT,Sao Paulo,0.71,7,7.27,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-470,Female,40,1,1,17.0,High School,0,15.8,0.0,10,1.0,250,30,210,295.15,41,3220.0,295.15,0,11.56,321,-64,Assistant,Finance,Rio de Janeiro,0.74,7,6.7,4,9,5,5,5,4,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-471,Male,64,3,0,10.0,High School,0,19.0,0.2735342399964046,10,1.0,250,30,210,0.0,6,2760.0,0.0,0,11.1,705,13,Specialist,HR,Sao Paulo,0.87,8,8.53,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-472,Male,37,2,2,14.0,Bachelor,0,1.1,0.0,5,1.0,250,30,215,251.69,38,3930.0,251.69,0,12.24,438,0,Assistant,Operations,Remote,0.78,5,5.21,5,6,5,5,5,4,5,5,4,4,5,5,5,5,4,5,5,5,3,4,4,5,4,5,5,5,5,5,4,5,4,4,5,5,3,Dissatisfaction,3.0,1
EMP-473,Female,53,3,0,26.0,PhD,0,42.9,0.0,4,0.75,187,22,161,376.13,24,4507.5,376.13,0,12.82,416,-21,Analyst,IT,Remote,0.61,6,6.96,5,4,5,4,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,None,,0
EMP-474,Male,31,0,0,,Bachelor,0,16.2,0.0,6,1.0,250,30,214,0.0,0,3110.0,0.0,0,7.23,501,1,Analyst,Legal,Belo Horizonte,0.83,6,6.7,5,6,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,4,5,5,Better Offer,5.0,1
EMP-475,Female,31,1,1,6.0,Bachelor,0,3.0,0.0,6,1.0,250,30,214,200.1,68,4470.0,1258.96,0,13.6,700,-36,Analyst,Finance,Belo Horizonte,0.72,8,8.68,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-476,Male,29,5,2,10.0,High School,0,11.1,0.0,1,1.0,250,30,219,62.42,31,2910.0,62.42,0,11.41,495,3,Intern,IT,Belo Horizonte,0.96,7,6.96,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-477,Female,28,4,2,5.0,Master,0,7.7,0.0,10,1.0,250,30,210,390.3,15,4080.0,390.3,0,12.38,559,-23,Analyst,HR,Sao Paulo,0.5,6,5.66,3,5,5,4,5,5,3,4,5,5,5,5,5,4,4,5,5,5,5,5,5,3,4,5,5,5,4,5,5,5,5,4,5,5,5,None,,0
EMP-478,Male,31,2,2,5.0,High School,0,13.3,0.0,6,1.0,250,30,214,111.93,26,2830.0,111.93,0,8.72,531,20,Assistant,Sales,Sao Paulo,0.76,8,8.02,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,None,,0
EMP-479,Male,42,3,2,8.0,No Degree,0,6.5,0.0,9,1.0,250,30,211,0.0,8,2580.0,0.0,0,11.7,396,36,Analyst,Legal,Remote,0.7,6,6.14,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4,None,,0
EMP-480,Male,44,1,0,16.0,Bachelor,0,6.2,0.0,3,1.0,250,30,217,401.65,14,3520.0,401.65,0,9.07,427,71,Specialist,Marketing,Sao Paulo,0.91,4,4.9,4,5,3,4,4,5,5,5,5,4,4,5,4,4,5,4,5,4,5,4,5,5,4,5,2,5,5,3,5,5,5,3,5,5,4,Better Offer,4.0,1
EMP-481,Female,40,2,1,8.0,Master,0,17.0,0.0,3,0.5,125,15,107,594.37,18,2130.0,594.37,0,13.27,423,128,Analyst,Marketing,Sao Paulo,0.88,8,8.35,5,8,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-482,Female,19,0,0,,No Degree,0,16.6,0.0,8,1.0,250,30,212,0.0,12,2430.0,0.0,0,7.88,407,18,Analyst,Finance,Rio de Janeiro,0.91,6,6.78,5,9,3,5,5,5,5,5,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,None,,0
EMP-483,Female,29,3,1,1.0,Master,0,2.0,0.0,3,1.0,250,30,217,295.06,98,5750.0,2399.72,0,9.42,532,-15,Analyst,HR,Sao Paulo,0.87,6,6.66,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,5,Better Offer,5.0,1
EMP-484,Female,43,1,1,6.0,High School,0,6.1,0.0,6,1.0,250,30,214,729.39,252,7470.0,1554.27,0,8.66,456,65,Analyst,Finance,Curitiba,0.77,7,6.95,5,8,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-485,Male,25,0,0,,Bachelor,0,10.6,0.0,7,1.0,250,30,213,0.0,7,3190.0,0.0,0,7.87,511,-3,Assistant,Operations,Belo Horizonte,0.35,7,7.18,5,7,5,5,4,5,5,5,5,5,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,Personal,5.0,1
EMP-486,Female,34,3,2,9.0,No Degree,1,6.4,0.0,1,0.5,125,15,109,211.21,28,1450.0,211.21,0,9.05,486,10,Director,IT,Rio de Janeiro,0.7,6,6.37,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,4,5,4,5,5,5,5,5,5,4,Dissatisfaction,5.0,1
EMP-487,Male,42,2,1,6.0,High School,0,6.9,0.0,5,1.0,250,30,215,854.99,271,7840.0,2482.53,0,13.68,609,-30,Analyst,HR,Sao Paulo,0.85,7,7.21,5,6,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,None,,0
EMP-488,Female,47,2,2,16.0,High School,0,9.8,0.0,5,0.5,125,15,105,126.15,29,1525.0,126.15,0,9.77,511,2,Manager,Marketing,Sao Paulo,0.76,8,8.34,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-489,Female,39,1,1,2.0,High School,1,11.0,0.0,4,1.0,250,30,216,103.43,197,6330.0,1303.21,0,9.47,502,89,Specialist,IT,Sao Paulo,0.46,7,7.03,5,6,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,None,,0
EMP-490,Male,54,1,0,9.0,Bachelor,0,4.6,0.0,7,1.0,250,30,213,1008.5,112,5580.0,1091.87,0,12.06,482,110,Manager,HR,Sao Paulo,0.42,4,4.65,4,2,4,4,5,5,5,2,4,3,4,5,4,3,4,5,5,5,3,4,4,5,4,3,5,4,5,4,5,4,3,5,4,4,3,Retirement,2.0,1
EMP-491,Female,44,1,0,10.0,High School,0,2.1,0.0,3,0.5,125,15,107,93.02,14,1360.0,93.02,0,10.19,439,67,Specialist,HR,Rio de Janeiro,0.78,6,6.17,5,6,5,4,4,5,4,5,3,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,Dissatisfaction,5.0,1
