id,a1_gender,a2_age,a3_number_of_children,a4_children_under_18_years,a5_age_youngest_children,a6_education_level,B2_Public_service_status_ger,B1_commute_distance_in_km,B3_early_retirement_rate,B4_sickness_days,B5_Degree_of_employment,B6_gross_working_days,B7_Vacation_days,B8_net_working_days,B9_salary_increase_last_year,B10_Tenure_in_month,B11_salary_today_brl,B12_salary_increase_last_5_years,B13_Parental_leave,D1_monthly_unemployment_rate_brazil,D2_monthly_number_of_vacancies,D3_monthly_short_time_workers,B14_Cargo,B15_Sector,B16_Headquarters,c1_overall_employee_satisfaction,c2_employee_satisfaction_moving_average,M_Onb_3d_Integration,M_eNPS,M_Onb_15d_Credibility,M_Onb_15d_Respect,M_Onb_15d_Impartiality,M_Onb_15d_Pride,M_Onb_15d_Camaraderie,M_Onb_30d_Credibility,M_Onb_30d_Respect,M_Onb_30d_Impartiality,M_Onb_30d_Pride,M_Onb_30d_Camaraderie,Climate_Cred_Informative_Comm,Climate_Cred_Accessible_Comm,Climate_Cred_Coordination,Climate_Cred_Supervision,Climate_Cred_Clear_Vision,Climate_Cred_Reliability,Climate_Resp_Prof_Appreciation,Climate_Resp_Indiv_Effort,Climate_Resp_Collaboration,Climate_Resp_Work_Env,Climate_Resp_Personal_Life,Climate_Imp_Payment,Climate_Imp_Belonging,Climate_Imp_Impartiality_Recog,Climate_Imp_Treatment,Climate_Imp_Resources,Climate_Pride_Work,Climate_Pride_Team,Climate_Pride_Company,Climate_Cam_Closeness,Climate_Cam_Relaxation,Climate_Cam_Welcoming,Climate_Cam_Community,E_Exit_Reason,E_Exit_Satisfaction,Turnover
EMP-489,Female,53,3,1,24.0,High School,0,5.2,0.0,8,1.0,250,30,212,337.55,86,4250.0,2312.76,0,12.03,413,-26,Intern,IT,Sao Paulo,7,7.65,5,8,5,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,None,,0
EMP-490,Male,49,2,2,25.0,High School,0,3.6,0.0,3,1.0,250,30,217,339.95,44,3370.0,339.95,0,10.9,403,-30,Analyst,HR,Sao Paulo,6,6.83,2,7,5,5,5,5,4,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,Better Offer,3.0,1
EMP-491,Female,18,0,0,,Bachelor,0,8.9,0.0,2,0.5,125,15,108,0.0,0,1490.0,0.0,0,8.25,656,-7,Analyst,Sales,Belo Horizonte,6,6.15,5,5,4,5,5,4,5,5,4,5,5,5,4,3,4,5,4,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,None,,0
EMP-492,Female,38,1,0,7.0,Bachelor,0,8.0,0.0,4,1.0,250,30,216,138.37,19,3560.0,138.37,0,9.0,487,-11,Analyst,Finance,Sao Paulo,7,7.22,5,8,5,5,4,5,4,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,5,5,None,,0
EMP-493,Male,42,2,1,14.0,High School,0,17.8,0.0,8,1.0,250,30,212,209.82,54,3500.0,209.82,0,7.48,653,-12,Assistant,Operations,Sao Paulo,7,6.93,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Stress,5.0,1
EMP-494,Female,64,1,0,33.0,Bachelor,0,11.8,0.25262651095741934,9,1.0,250,30,211,0.0,7,3580.0,0.0,0,9.36,498,50,Analyst,Operations,Sao Paulo,6,6.57,5,7,4,5,5,4,4,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-495,Male,37,4,2,14.0,Bachelor,0,12.5,0.0,6,0.5,125,15,104,205.9,106,2645.0,1289.13,0,13.53,309,35,Analyst,Legal,Rio de Janeiro,4,4.77,4,6,5,4,4,5,5,2,5,4,5,4,3,5,5,4,4,4,2,5,5,5,4,5,4,4,4,5,5,4,4,4,5,4,5,Retirement,3.0,1
EMP-496,Male,39,1,1,13.0,High School,0,5.0,0.0,5,1.0,250,30,215,255.49,43,3250.0,255.49,0,11.6,405,26,Specialist,Operations,Remote,6,6.36,5,4,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,3,5,5,4,5,4,4,5,4,None,,0
EMP-497,Female,60,1,0,9.0,Master,0,9.0,0.30595313267432545,11,1.0,250,30,209,227.15,54,5180.0,227.15,0,11.41,641,45,Specialist,Marketing,Sao Paulo,5,5.74,5,5,5,5,5,5,4,5,5,2,4,5,5,5,4,5,5,4,4,5,5,3,4,5,5,4,4,5,5,5,4,5,5,4,5,Better Offer,4.0,1
EMP-498,Male,29,2,2,6.0,Bachelor,0,11.0,0.0,9,1.0,250,30,211,0.0,4,3170.0,0.0,0,11.85,636,-73,Assistant,Sales,Curitiba,4,4.6,5,4,4,3,5,4,4,5,3,4,3,4,3,4,5,5,4,4,4,4,5,3,4,5,5,5,4,3,5,5,5,4,4,4,5,Better Offer,4.0,1
EMP-499,Male,24,0,0,,PhD,0,2.7,0.0,2,1.0,250,30,218,243.19,72,6680.0,2488.06,0,12.35,366,-33,Analyst,Legal,Sao Paulo,8,8.68,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Personal,5.0,1
EMP-500,Female,53,4,0,26.0,PhD,0,42.9,0.0,4,0.75,187,22,161,376.13,24,4507.5,376.13,0,12.82,416,-21,Analyst,IT,Remote,6,6.96,5,4,5,4,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,None,,0
EMP-501,Male,19,0,0,,High School,0,2.4,0.0,4,1.0,250,30,216,0.0,12,2430.0,0.0,0,9.19,481,98,Analyst,IT,Sao Paulo,7,7.14,5,7,5,5,5,4,4,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,5,5,5,5,None,,0
EMP-502,Male,54,1,0,5.0,High School,0,10.0,0.0,6,1.0,250,30,214,113.27,95,4440.0,888.61,0,9.72,377,59,Manager,Marketing,Curitiba,5,5.23,4,5,5,4,5,5,5,3,5,5,4,5,5,4,5,5,5,3,4,5,4,5,5,4,5,5,5,4,5,5,5,4,5,5,5,Retirement,4.0,1
EMP-503,Male,41,0,0,,Bachelor,0,8.6,0.0,2,0.5,125,15,108,183.5,39,1995.0,183.5,0,9.17,559,42,Analyst,Operations,Rio de Janeiro,5,5.49,5,5,4,5,5,4,5,4,4,4,3,5,4,5,5,4,4,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,4,5,Retirement,4.0,1
EMP-504,Male,49,3,2,15.0,High School,0,1.7,0.0,2,1.0,250,30,218,219.21,227,7030.0,1488.18,0,12.61,594,43,Specialist,Operations,Curitiba,7,7.41,4,6,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,Dissatisfaction,5.0,1
EMP-505,Male,35,1,0,5.0,High School,0,5.5,0.0,0,1.0,250,30,220,497.57,40,3150.0,497.57,0,9.59,588,18,Manager,Legal,Rio de Janeiro,9,8.98,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-506,Female,49,2,2,23.0,Bachelor,0,6.8,0.0,6,1.0,250,30,214,430.53,53,4350.0,430.53,0,7.83,425,-41,Intern,HR,Remote,6,6.66,4,7,5,3,5,5,4,4,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-507,Male,18,0,0,,Bachelor,0,45.7,0.0,12,1.0,250,30,208,0.0,0,2980.0,0.0,0,12.47,517,0,Manager,Legal,Sao Paulo,5,5.81,4,8,5,5,5,5,5,5,3,5,5,5,5,5,5,4,5,4,5,4,5,4,5,5,5,4,5,5,5,5,5,5,5,4,5,Retirement,5.0,1
EMP-508,Female,39,2,1,19.0,Master,0,4.8,0.0,2,1.0,250,30,218,941.27,193,7750.0,3273.01,0,12.57,464,-67,Analyst,HR,Rio de Janeiro,6,7.05,5,7,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,None,,0
EMP-509,Male,37,2,2,15.0,High School,1,2.1,0.0,3,1.0,250,30,217,348.63,95,4270.0,1394.09,0,10.14,466,12,Specialist,Operations,Curitiba,6,7.12,5,6,4,5,4,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-510,Female,36,1,1,18.0,Master,0,10.2,0.0,2,1.0,250,30,218,233.59,13,4120.0,233.59,0,7.2,487,72,Manager,Finance,Sao Paulo,7,7.9,5,6,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-511,Female,52,1,0,27.0,High School,0,11.1,0.0,15,0.5,125,15,95,0.0,0,1260.0,0.0,0,12.44,561,-37,Analyst,Operations,Sao Paulo,7,7.31,5,3,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-512,Female,45,0,0,,Master,1,33.3,0.0,7,1.0,250,30,213,622.52,154,7030.0,2806.95,0,9.62,680,-80,Analyst,Legal,Sao Paulo,6,6.57,5,9,2,5,5,5,5,5,5,5,4,3,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,3,4,None,,0
EMP-513,Male,45,2,2,27.0,Bachelor,0,1.9,0.0,1,1.0,250,30,219,0.0,12,3490.0,0.0,0,12.15,478,54,Manager,Finance,Belo Horizonte,4,4.61,5,3,5,4,4,5,5,5,4,2,5,5,4,5,4,4,5,4,4,3,5,4,5,4,4,4,4,5,5,5,5,5,5,5,3,Dissatisfaction,3.0,1
EMP-514,Male,36,2,2,15.0,PhD,1,3.3,0.0,7,1.0,250,30,213,604.52,15,5660.0,604.52,0,8.12,604,17,Assistant,Legal,Curitiba,7,7.5,5,3,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4,5,5,5,Better Offer,5.0,1
EMP-515,Male,35,3,2,14.0,Bachelor,0,12.7,0.0,6,1.0,250,30,214,482.62,41,3970.0,482.62,0,7.58,500,23,Analyst,HR,Belo Horizonte,4,4.01,4,5,5,4,3,4,4,5,3,5,4,3,4,3,5,4,4,3,4,5,4,3,5,3,4,4,4,4,3,4,4,4,3,3,5,Better Offer,3.0,1
EMP-516,Male,36,1,0,5.0,High School,0,7.5,0.0,11,1.0,250,30,209,718.08,68,3720.0,719.92,0,12.77,612,39,Assistant,Legal,Sao Paulo,5,5.51,5,6,5,5,2,5,5,3,5,5,4,5,4,5,5,4,4,4,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,4,Better Offer,3.0,1
EMP-517,Female,19,0,0,,Master,0,2.8,0.0,6,0.75,187,22,159,0.0,12,2947.5,0.0,0,7.61,580,-23,Assistant,Marketing,Sao Paulo,3,3.78,4,3,4,4,3,4,5,5,5,5,4,4,5,3,4,4,3,3,4,4,4,4,5,4,5,4,5,4,4,3,4,3,3,3,2,Dissatisfaction,3.0,1
EMP-518,Female,32,3,1,11.0,High School,0,8.7,0.0,1,1.0,250,30,219,997.63,142,5160.0,2454.52,0,12.73,522,41,Specialist,Sales,Rio de Janeiro,5,5.34,5,3,5,5,4,5,5,5,2,5,4,4,5,5,4,4,5,5,5,4,5,4,5,5,4,5,4,5,4,5,5,4,5,4,5,Retirement,5.0,1
EMP-519,Male,48,4,3,4.0,Bachelor,0,3.3,0.0,3,1.0,250,30,217,107.03,17,3620.0,107.03,0,8.87,517,-48,Specialist,Finance,Sao Paulo,5,5.53,4,5,5,5,4,5,4,4,4,5,3,5,4,5,5,5,4,4,4,3,5,4,4,5,5,5,5,5,4,4,5,5,5,5,4,Better Offer,2.0,1
EMP-520,Female,36,2,1,7.0,PhD,0,3.9,0.0,5,0.5,125,15,105,375.92,169,4370.0,1744.27,0,11.74,397,48,Specialist,HR,Curitiba,7,7.4,5,9,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,None,,0
EMP-521,Female,37,3,3,3.0,PhD,0,2.8,0.0,2,0.75,187,22,163,0.0,2,4057.5,0.0,0,7.3,460,35,Director,Sales,Sao Paulo,6,6.78,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,Better Offer,4.0,1
EMP-522,Male,34,2,2,9.0,Master,0,12.4,0.0,3,0.75,187,22,162,461.26,71,3945.0,1760.76,0,9.3,510,88,Specialist,Operations,Sao Paulo,6,6.67,5,8,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-523,Male,33,0,0,,High School,0,26.7,0.0,4,1.0,250,30,216,166.96,174,5810.0,1687.98,0,13.35,430,-25,Analyst,Marketing,Remote,6,6.37,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,None,,0
EMP-524,Male,35,2,0,13.0,Master,0,2.3,0.0,3,1.0,250,30,217,491.79,126,6370.0,1646.92,0,11.78,471,44,Manager,Operations,Rio de Janeiro,6,6.02,5,4,3,5,4,4,5,5,5,5,5,5,5,5,4,5,3,5,4,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,Better Offer,4.0,1
EMP-525,Female,42,0,0,,Bachelor,0,16.0,0.0,7,1.0,250,30,213,121.97,13,3480.0,121.97,0,13.28,439,59,Analyst,HR,Rio de Janeiro,9,8.86,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-526,Male,55,1,0,8.0,Bachelor,0,2.2,0.0,5,1.0,250,30,215,229.0,29,3930.0,229.0,0,12.58,465,52,Manager,IT,Rio de Janeiro,5,5.61,5,3,4,3,3,4,5,5,4,5,4,2,5,5,5,4,4,5,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,3,5,Stress,3.0,1
EMP-527,Female,39,1,1,4.0,High School,0,8.6,0.0,5,1.0,250,30,215,283.97,19,2770.0,283.97,0,7.97,427,14,Intern,Sales,Sao Paulo,5,5.31,5,3,5,4,5,5,5,3,4,3,5,5,4,5,5,4,4,4,5,4,3,5,5,4,5,4,5,3,4,4,5,5,4,4,5,Dissatisfaction,5.0,1
EMP-528,Male,51,2,0,3.0,Master,0,12.3,0.0,9,1.0,250,30,211,595.28,70,5410.0,1368.34,0,12.97,481,72,Assistant,Finance,Remote,7,7.4,5,6,5,5,5,5,5,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-529,Male,48,0,0,,Bachelor,0,4.1,0.0,5,1.0,250,30,215,588.1,169,6660.0,2732.1,0,8.89,447,31,Specialist,IT,Remote,5,5.6,4,5,3,4,5,4,3,4,5,3,5,3,4,4,4,5,5,5,4,5,5,4,5,4,4,5,5,5,5,4,5,4,5,5,5,Better Offer,2.0,1
EMP-530,Male,39,1,0,21.0,Bachelor,0,4.1,0.0,6,1.0,250,30,214,0.0,10,3390.0,0.0,0,8.63,425,8,Specialist,Operations,Curitiba,7,7.41,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,4,5,Dissatisfaction,5.0,1
EMP-531,Female,39,2,0,0.0,Bachelor,0,2.9,0.0,3,1.0,250,30,217,149.92,16,3510.0,149.92,0,8.43,707,84,Director,HR,Rio de Janeiro,7,7.24,5,7,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,4,5,Better Offer,5.0,1
EMP-532,Female,35,3,2,0.0,High School,0,15.1,0.0,2,1.0,250,30,218,682.98,64,3630.0,1294.9,0,13.91,649,17,Assistant,HR,Sao Paulo,4,4.73,5,4,2,3,5,5,4,5,4,5,3,4,5,4,5,3,4,5,3,3,4,5,5,4,5,3,4,5,5,5,5,5,2,5,4,Dissatisfaction,4.0,1
EMP-533,Female,45,0,0,,Bachelor,0,4.5,0.0,7,1.0,250,30,213,0.0,12,3490.0,0.0,0,13.64,584,25,Analyst,HR,Rio de Janeiro,6,6.99,5,8,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,4,5,5,None,,0
EMP-534,Male,43,1,0,25.0,No Degree,0,5.6,0.0,2,1.0,250,30,218,0.0,0,2430.0,0.0,0,11.87,343,96,Analyst,HR,Curitiba,6,6.02,4,3,3,5,5,5,3,3,5,5,5,5,4,5,4,5,5,5,5,5,4,5,5,4,5,5,5,5,4,5,5,3,5,4,5,Dissatisfaction,5.0,1
EMP-535,Female,40,2,1,18.0,High School,0,9.0,0.0,1,1.0,250,30,219,0.0,7,2540.0,0.0,0,13.79,544,17,Analyst,Operations,Sao Paulo,7,7.75,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-536,Female,46,3,2,20.0,Bachelor,0,24.5,0.0,7,1.0,250,30,213,0.0,10,3460.0,0.0,0,11.04,485,58,Specialist,Marketing,Belo Horizonte,6,5.86,5,2,5,5,5,5,5,4,5,3,5,5,3,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,4,3,4,5,5,5,5,None,,0
EMP-537,Female,29,1,1,5.0,High School,1,9.3,0.0,5,1.0,250,30,215,445.32,55,3390.0,445.32,0,11.31,502,37,Analyst,HR,Remote,3,3.99,5,4,3,4,3,4,3,5,3,5,3,4,3,4,4,4,4,3,4,3,5,3,4,4,3,5,5,3,3,5,4,4,3,4,4,Better Offer,2.0,1
EMP-538,Male,67,2,0,47.0,High School,0,1.1,0.3615356802343392,7,1.0,250,30,213,306.58,13,2930.0,306.58,0,10.08,530,34,Specialist,HR,Curitiba,9,8.69,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-539,Male,26,1,0,1.0,High School,0,17.4,0.0,7,0.5,125,15,103,416.78,96,2090.0,1000.21,0,10.33,469,-68,Manager,IT,Sao Paulo,7,7.89,5,6,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,None,,0
EMP-540,Female,46,1,0,7.0,Master,0,40.7,0.0,7,1.0,250,30,213,688.96,14,4240.0,688.96,0,12.38,396,41,Director,IT,Rio de Janeiro,7,6.97,5,7,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,None,,0
EMP-541,Female,50,3,0,7.0,Bachelor,0,5.1,0.0,5,1.0,250,30,215,95.86,27,3840.0,95.86,0,11.51,556,75,Manager,Operations,Sao Paulo,5,5.67,5,5,5,5,3,5,5,5,4,5,5,5,5,4,4,5,3,5,5,4,5,3,5,5,4,4,5,3,5,5,5,5,4,5,3,Dissatisfaction,3.0,1
EMP-542,Female,51,1,0,4.0,High School,0,12.3,0.0,12,1.0,250,30,208,581.26,146,5430.0,1408.13,0,13.81,400,27,Specialist,HR,Belo Horizonte,7,8.08,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-543,Male,47,0,0,,Bachelor,0,39.2,0.0,3,1.0,250,30,217,0.0,0,3270.0,0.0,0,13.1,522,-32,Specialist,HR,Sao Paulo,4,4.84,5,3,2,4,5,4,4,5,5,5,4,4,3,4,4,5,5,5,4,5,3,4,5,5,4,5,4,5,4,3,5,4,5,4,3,None,,0
EMP-544,Female,18,0,0,,Bachelor,0,1.9,0.0,0,1.0,250,30,220,0.0,0,2980.0,0.0,0,7.89,722,18,Specialist,Marketing,Sao Paulo,7,7.49,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,None,,0
EMP-545,Female,28,3,2,5.0,High School,0,2.2,0.0,8,1.0,250,30,212,131.85,20,2680.0,131.85,0,8.48,399,4,Specialist,HR,Rio de Janeiro,8,8.74,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-546,Female,38,4,3,9.0,Bachelor,0,3.7,0.0,4,1.0,250,30,216,0.0,8,3340.0,0.0,0,12.82,367,-68,Specialist,Marketing,Rio de Janeiro,6,6.75,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,None,,0
EMP-547,Female,18,0,0,,Bachelor,0,7.4,0.0,5,1.0,250,30,215,0.0,0,2980.0,0.0,0,10.35,508,67,Manager,Operations,Curitiba,6,6.13,5,5,5,4,5,5,5,4,5,5,5,4,4,5,4,3,5,5,4,4,5,5,4,5,5,5,5,4,5,3,5,4,5,5,4,None,,0
EMP-548,Female,38,0,0,,High School,0,26.6,0.0,8,1.0,250,30,212,599.9,108,4540.0,1117.17,0,9.31,541,-27,Manager,Marketing,Rio de Janeiro,8,8.18,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-549,Female,48,0,0,,Bachelor,0,2.4,0.0,2,1.0,250,30,218,0.0,5,3380.0,0.0,0,12.78,374,-54,Specialist,HR,Curitiba,4,4.3,5,5,3,5,3,5,5,4,5,4,5,3,5,3,3,5,4,3,3,4,4,4,5,5,3,4,4,4,4,4,5,4,3,3,5,Personal,4.0,1
EMP-550,Male,35,0,0,,High School,0,14.5,0.0,6,1.0,250,30,214,123.71,50,3350.0,123.71,0,7.77,266,23,Analyst,Legal,Curitiba,6,6.44,5,7,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,Better Offer,5.0,1
EMP-551,Female,21,0,0,,No Degree,0,19.4,0.0,4,0.5,125,15,106,130.52,36,1465.0,130.52,0,8.44,446,61,Specialist,Sales,Rio de Janeiro,8,8.09,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-552,Male,18,0,0,,Bachelor,0,12.0,0.0,7,1.0,250,30,213,0.0,0,2980.0,0.0,0,10.21,657,-77,Manager,Finance,Rio de Janeiro,6,6.37,4,7,4,4,3,4,5,5,5,5,5,4,4,5,5,4,5,5,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,Dissatisfaction,5.0,1
EMP-553,Female,22,0,0,,Master,0,1.0,0.0,3,1.0,250,30,217,563.41,48,4680.0,563.41,0,13.78,429,12,Manager,Sales,Rio de Janeiro,7,7.55,5,6,5,5,5,5,5,4,5,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,Retirement,5.0,1
EMP-554,Male,18,0,0,,High School,0,8.2,0.0,8,0.5,125,15,102,0.0,0,1090.0,0.0,0,7.31,614,70,Manager,HR,Belo Horizonte,6,6.12,5,8,5,5,5,5,5,4,5,5,5,4,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,5,5,Better Offer,5.0,1
EMP-555,Male,64,0,0,,Bachelor,0,13.5,0.10402999026368005,9,1.0,250,30,211,0.0,3,3500.0,0.0,0,12.57,508,17,Specialist,Legal,Sao Paulo,8,8.82,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-556,Male,42,1,0,2.0,Bachelor,0,13.3,0.0,12,1.0,250,30,208,135.23,31,3840.0,135.23,0,8.93,462,-41,Manager,Operations,Sao Paulo,4,4.12,4,2,4,5,5,5,4,5,4,3,5,5,3,4,5,4,3,5,4,5,4,2,5,3,4,5,5,4,4,3,4,5,4,5,3,Better Offer,2.0,1
EMP-557,Male,26,2,1,2.0,Bachelor,0,11.6,0.0,8,1.0,250,30,212,107.32,19,3440.0,107.32,0,13.2,414,44,Specialist,Marketing,Sao Paulo,5,5.54,5,5,4,5,5,5,3,5,5,5,5,5,4,5,4,5,4,5,5,4,5,5,5,4,5,5,5,5,5,4,4,4,5,5,5,None,,0
EMP-558,Male,35,1,1,16.0,Bachelor,0,6.7,0.0,3,1.0,250,30,217,148.23,26,3670.0,148.23,0,7.72,542,-15,Analyst,Sales,Sao Paulo,6,6.67,5,3,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,Better Offer,5.0,1
EMP-559,Female,24,0,0,,High School,0,6.7,0.0,6,0.75,187,22,159,0.0,10,1830.0,0.0,0,7.11,577,89,Specialist,Marketing,Sao Paulo,9,9.3,4,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-560,Male,42,4,2,1.0,High School,0,15.8,0.0,4,0.5,125,15,106,197.23,26,1470.0,197.23,1,13.31,466,61,Director,HR,Rio de Janeiro,5,5.91,5,4,5,5,4,5,3,5,5,5,5,5,3,5,4,5,5,5,4,5,5,5,5,3,5,5,5,5,5,4,5,5,5,5,5,Stress,4.0,1
EMP-561,Female,38,5,3,3.0,Bachelor,0,0.9,0.0,4,1.0,250,30,216,475.37,30,3780.0,475.37,0,10.24,403,62,Manager,IT,Sao Paulo,6,6.91,5,7,5,5,5,5,5,5,5,3,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,None,,0
EMP-562,Male,35,6,1,5.0,Bachelor,0,12.8,0.0,4,1.0,250,30,216,429.04,204,7230.0,1953.39,0,13.58,448,-16,Assistant,Legal,Belo Horizonte,9,9.09,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-563,Female,46,1,1,6.0,High School,0,9.7,0.0,1,1.0,250,30,219,0.0,11,2680.0,0.0,0,11.24,575,0,Manager,Legal,Rio de Janeiro,9,9.0,5,9,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-564,Female,31,4,3,9.0,High School,0,2.9,0.0,4,0.5,125,15,106,150.89,89,2045.0,681.8,0,12.24,264,64,Analyst,Legal,Sao Paulo,8,8.84,4,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
